Spot_Name,District,Category,Year,Month,Season,Festival,Total_Visitors
Sabitham Waterfalls,Peddapalli,nature,2024,August,Monsoon,"Independence Day, Krishna Janmashtami",5114
Sabitham Waterfalls,Peddapalli,nature,2024,September,Monsoon,Vinayaka Chavithi,5245
Sabitham Waterfalls,Peddapalli,nature,2024,October,Post-Monsoon,"Bathukamma, Dussehra",10468
Sabitham Waterfalls,Peddapalli,nature,2024,November,Winter,Diwali,11203
Sabitham Waterfalls,Peddapalli,nature,2024,December,Winter,Christmas,12295
Sabitham Waterfalls,Peddapalli,nature,2025,January,Winter,"Bhogi, Sankranti",13229
Sabitham Waterfalls,Peddapalli,nature,2025,February,Winter,Maha Shivaratri,12358
Sabitham Waterfalls,Peddapalli,nature,2025,March,Summer,Holi,6678
Sabitham Waterfalls,Peddapalli,nature,2025,April,Summer,"Ugadi, Sri Rama Navami",6963
Sabitham Waterfalls,Peddapalli,nature,2025,May,Summer,Buddha Purnima,6288
Sabitham Waterfalls,Peddapalli,nature,2025,June,Monsoon,None,4259
Sabitham Waterfalls,Peddapalli,nature,2025,July,Monsoon,Bonalu,4705
Sabitham Waterfalls,Peddapalli,nature,2025,August,Monsoon,"Independence Day, Krishna Janmashtami",4950
Sabitham Waterfalls,Peddapalli,nature,2025,September,Monsoon,Vinayaka Chavithi,5267
Sabitham Waterfalls,Peddapalli,nature,2025,October,Post-Monsoon,"Bathukamma, Dussehra",10300
Sabitham Waterfalls,Peddapalli,nature,2025,November,Winter,Diwali,12211
Sabitham Waterfalls,Peddapalli,nature,2025,December,Winter,Christmas,12246
Ananthagiri Storage Reservoir,Rajanna Sircilla,nature,2024,January,Winter,"Bhogi, Sankranti",12078
Ananthagiri Storage Reservoir,Rajanna Sircilla,nature,2024,February,Winter,Maha Shivaratri,10095
Ananthagiri Storage Reservoir,Rajanna Sircilla,nature,2024,March,Summer,Holi,6718
Ananthagiri Storage Reservoir,Rajanna Sircilla,nature,2024,April,Summer,"Ugadi, Sri Rama Navami",6987
Ananthagiri Storage Reservoir,Rajanna Sircilla,nature,2024,May,Summer,Buddha Purnima,5084
Ananthagiri Storage Reservoir,Rajanna Sircilla,nature,2024,June,Monsoon,None,4233
Ananthagiri Storage Reservoir,Rajanna Sircilla,nature,2024,July,Monsoon,Bonalu,4603
Ananthagiri Storage Reservoir,Rajanna Sircilla,nature,2024,August,Monsoon,"Independence Day, Krishna Janmashtami",4773
Ananthagiri Storage Reservoir,Rajanna Sircilla,nature,2024,September,Monsoon,Vinayaka Chavithi,4753
Ananthagiri Storage Reservoir,Rajanna Sircilla,nature,2024,October,Post-Monsoon,"Bathukamma, Dussehra",11457
Ananthagiri Storage Reservoir,Rajanna Sircilla,nature,2024,November,Winter,Diwali,10600
Ananthagiri Storage Reservoir,Rajanna Sircilla,nature,2024,December,Winter,Christmas,12306
Ananthagiri Storage Reservoir,Rajanna Sircilla,nature,2025,January,Winter,"Bhogi, Sankranti",13491
Ananthagiri Storage Reservoir,Rajanna Sircilla,nature,2025,February,Winter,Maha Shivaratri,12536
Ananthagiri Storage Reservoir,Rajanna Sircilla,nature,2025,March,Summer,Holi,7138
Ananthagiri Storage Reservoir,Rajanna Sircilla,nature,2025,April,Summer,"Ugadi, Sri Rama Navami",7104
Ananthagiri Storage Reservoir,Rajanna Sircilla,nature,2025,May,Summer,Buddha Purnima,5724
Ananthagiri Storage Reservoir,Rajanna Sircilla,nature,2025,June,Monsoon,None,4212
Ananthagiri Storage Reservoir,Rajanna Sircilla,nature,2025,July,Monsoon,Bonalu,4197
Ananthagiri Storage Reservoir,Rajanna Sircilla,nature,2025,August,Monsoon,"Independence Day, Krishna Janmashtami",5155
Ananthagiri Storage Reservoir,Rajanna Sircilla,nature,2025,September,Monsoon,Vinayaka Chavithi,5154
Ananthagiri Storage Reservoir,Rajanna Sircilla,nature,2025,October,Post-Monsoon,"Bathukamma, Dussehra",10032
Ananthagiri Storage Reservoir,Rajanna Sircilla,nature,2025,November,Winter,Diwali,13025
Ananthagiri Storage Reservoir,Rajanna Sircilla,nature,2025,December,Winter,Christmas,12947
Mid Manair Dam,Rajanna Sircilla,nature,2024,January,Winter,"Bhogi, Sankranti",11595
Mid Manair Dam,Rajanna Sircilla,nature,2024,February,Winter,Maha Shivaratri,10784
Mid Manair Dam,Rajanna Sircilla,nature,2024,March,Summer,Holi,6515
Mid Manair Dam,Rajanna Sircilla,nature,2024,April,Summer,"Ugadi, Sri Rama Navami",6156
Mid Manair Dam,Rajanna Sircilla,nature,2024,May,Summer,Buddha Purnima,5657
Mid Manair Dam,Rajanna Sircilla,nature,2024,June,Monsoon,None,3760
Mid Manair Dam,Rajanna Sircilla,nature,2024,July,Monsoon,Bonalu,4442
Mid Manair Dam,Rajanna Sircilla,nature,2024,August,Monsoon,"Independence Day, Krishna Janmashtami",4886
Mid Manair Dam,Rajanna Sircilla,nature,2024,September,Monsoon,Vinayaka Chavithi,4812
Mid Manair Dam,Rajanna Sircilla,nature,2024,October,Post-Monsoon,"Bathukamma, Dussehra",9665
Mid Manair Dam,Rajanna Sircilla,nature,2024,November,Winter,Diwali,11289
Mid Manair Dam,Rajanna Sircilla,nature,2024,December,Winter,Christmas,12671
Mid Manair Dam,Rajanna Sircilla,nature,2025,January,Winter,"Bhogi, Sankranti",13353
Mid Manair Dam,Rajanna Sircilla,nature,2025,February,Winter,Maha Shivaratri,11618
Mid Manair Dam,Rajanna Sircilla,nature,2025,March,Summer,Holi,7032
Mid Manair Dam,Rajanna Sircilla,nature,2025,April,Summer,"Ugadi, Sri Rama Navami",7065
Mid Manair Dam,Rajanna Sircilla,nature,2025,May,Summer,Buddha Purnima,5907
Mid Manair Dam,Rajanna Sircilla,nature,2025,June,Monsoon,None,3838
Mid Manair Dam,Rajanna Sircilla,nature,2025,July,Monsoon,Bonalu,4634
Mid Manair Dam,Rajanna Sircilla,nature,2025,August,Monsoon,"Independence Day, Krishna Janmashtami",5219
Mid Manair Dam,Rajanna Sircilla,nature,2025,September,Monsoon,Vinayaka Chavithi,5098
Mid Manair Dam,Rajanna Sircilla,nature,2025,October,Post-Monsoon,"Bathukamma, Dussehra",11871
Mid Manair Dam,Rajanna Sircilla,nature,2025,November,Winter,Diwali,12310
Mid Manair Dam,Rajanna Sircilla,nature,2025,December,Winter,Christmas,12590
Upper Manair Dam,Rajanna Sircilla,nature,2024,January,Winter,"Bhogi, Sankranti",12910
Upper Manair Dam,Rajanna Sircilla,nature,2024,February,Winter,Maha Shivaratri,11092
Upper Manair Dam,Rajanna Sircilla,nature,2024,March,Summer,Holi,6621
Upper Manair Dam,Rajanna Sircilla,nature,2024,April,Summer,"Ugadi, Sri Rama Navami",6602
Upper Manair Dam,Rajanna Sircilla,nature,2024,May,Summer,Buddha Purnima,5690
Upper Manair Dam,Rajanna Sircilla,nature,2024,June,Monsoon,None,3916
Upper Manair Dam,Rajanna Sircilla,nature,2024,July,Monsoon,Bonalu,4206
Upper Manair Dam,Rajanna Sircilla,nature,2024,August,Monsoon,"Independence Day, Krishna Janmashtami",4308
Upper Manair Dam,Rajanna Sircilla,nature,2024,September,Monsoon,Vinayaka Chavithi,4804
Upper Manair Dam,Rajanna Sircilla,nature,2024,October,Post-Monsoon,"Bathukamma, Dussehra",10903
Upper Manair Dam,Rajanna Sircilla,nature,2024,November,Winter,Diwali,10913
Upper Manair Dam,Rajanna Sircilla,nature,2024,December,Winter,Christmas,11923
Upper Manair Dam,Rajanna Sircilla,nature,2025,January,Winter,"Bhogi, Sankranti",13071
Upper Manair Dam,Rajanna Sircilla,nature,2025,February,Winter,Maha Shivaratri,11032
Upper Manair Dam,Rajanna Sircilla,nature,2025,March,Summer,Holi,6238
Upper Manair Dam,Rajanna Sircilla,nature,2025,April,Summer,"Ugadi, Sri Rama Navami",7201
Upper Manair Dam,Rajanna Sircilla,nature,2025,May,Summer,Buddha Purnima,6051
Upper Manair Dam,Rajanna Sircilla,nature,2025,June,Monsoon,None,4274
Upper Manair Dam,Rajanna Sircilla,nature,2025,July,Monsoon,Bonalu,4387
Upper Manair Dam,Rajanna Sircilla,nature,2025,August,Monsoon,"Independence Day, Krishna Janmashtami",5154
Upper Manair Dam,Rajanna Sircilla,nature,2025,September,Monsoon,Vinayaka Chavithi,5574
Upper Manair Dam,Rajanna Sircilla,nature,2025,October,Post-Monsoon,"Bathukamma, Dussehra",10739
Upper Manair Dam,Rajanna Sircilla,nature,2025,November,Winter,Diwali,11904
Upper Manair Dam,Rajanna Sircilla,nature,2025,December,Winter,Christmas,13091
Devatala Gutta,Ranga Reddy,nature,2024,January,Winter,"Bhogi, Sankranti",13715
Devatala Gutta,Ranga Reddy,nature,2024,February,Winter,Maha Shivaratri,12536
Devatala Gutta,Ranga Reddy,nature,2024,March,Summer,Holi,6771
Devatala Gutta,Ranga Reddy,nature,2024,April,Summer,"Ugadi, Sri Rama Navami",7298
Devatala Gutta,Ranga Reddy,nature,2024,May,Summer,Buddha Purnima,6093
Devatala Gutta,Ranga Reddy,nature,2024,June,Monsoon,None,4060
Devatala Gutta,Ranga Reddy,nature,2024,July,Monsoon,Bonalu,4410
Devatala Gutta,Ranga Reddy,nature,2024,August,Monsoon,"Independence Day, Krishna Janmashtami",4751
Devatala Gutta,Ranga Reddy,nature,2024,September,Monsoon,Vinayaka Chavithi,4819
Devatala Gutta,Ranga Reddy,nature,2024,October,Post-Monsoon,"Bathukamma, Dussehra",11007
Devatala Gutta,Ranga Reddy,nature,2024,November,Winter,Diwali,11984
Devatala Gutta,Ranga Reddy,nature,2024,December,Winter,Christmas,13370
Devatala Gutta,Ranga Reddy,nature,2025,January,Winter,"Bhogi, Sankranti",14382
Devatala Gutta,Ranga Reddy,nature,2025,February,Winter,Maha Shivaratri,12028
Devatala Gutta,Ranga Reddy,nature,2025,March,Summer,Holi,7532
Devatala Gutta,Ranga Reddy,nature,2025,April,Summer,"Ugadi, Sri Rama Navami",7360
Devatala Gutta,Ranga Reddy,nature,2025,May,Summer,Buddha Purnima,6921
Devatala Gutta,Ranga Reddy,nature,2025,June,Monsoon,None,4301
Devatala Gutta,Ranga Reddy,nature,2025,July,Monsoon,Bonalu,4711
Devatala Gutta,Ranga Reddy,nature,2025,August,Monsoon,"Independence Day, Krishna Janmashtami",5248
Devatala Gutta,Ranga Reddy,nature,2025,September,Monsoon,Vinayaka Chavithi,5872
Devatala Gutta,Ranga Reddy,nature,2025,October,Post-Monsoon,"Bathukamma, Dussehra",11480
Devatala Gutta,Ranga Reddy,nature,2025,November,Winter,Diwali,12853
Devatala Gutta,Ranga Reddy,nature,2025,December,Winter,Christmas,14905
Fakhruddin Gutta,Ranga Reddy,nature,2024,January,Winter,"Bhogi, Sankranti",13349
Fakhruddin Gutta,Ranga Reddy,nature,2024,February,Winter,Maha Shivaratri,12012
Fakhruddin Gutta,Ranga Reddy,nature,2024,March,Summer,Holi,6647
Fakhruddin Gutta,Ranga Reddy,nature,2024,April,Summer,"Ugadi, Sri Rama Navami",6752
Fakhruddin Gutta,Ranga Reddy,nature,2024,May,Summer,Buddha Purnima,6024
Fakhruddin Gutta,Ranga Reddy,nature,2024,June,Monsoon,None,4204
Fakhruddin Gutta,Ranga Reddy,nature,2024,July,Monsoon,Bonalu,4544
Fakhruddin Gutta,Ranga Reddy,nature,2024,August,Monsoon,"Independence Day, Krishna Janmashtami",5106
Fakhruddin Gutta,Ranga Reddy,nature,2024,September,Monsoon,Vinayaka Chavithi,5341
Fakhruddin Gutta,Ranga Reddy,nature,2024,October,Post-Monsoon,"Bathukamma, Dussehra",9931
Fakhruddin Gutta,Ranga Reddy,nature,2024,November,Winter,Diwali,13372
Fakhruddin Gutta,Ranga Reddy,nature,2024,December,Winter,Christmas,13128
Fakhruddin Gutta,Ranga Reddy,nature,2025,January,Winter,"Bhogi, Sankranti",14897
Fakhruddin Gutta,Ranga Reddy,nature,2025,February,Winter,Maha Shivaratri,12117
Fakhruddin Gutta,Ranga Reddy,nature,2025,March,Summer,Holi,7666
Fakhruddin Gutta,Ranga Reddy,nature,2025,April,Summer,"Ugadi, Sri Rama Navami",7333
Fakhruddin Gutta,Ranga Reddy,nature,2025,May,Summer,Buddha Purnima,6617
Fakhruddin Gutta,Ranga Reddy,nature,2025,June,Monsoon,None,4532
Fakhruddin Gutta,Ranga Reddy,nature,2025,July,Monsoon,Bonalu,4765
Fakhruddin Gutta,Ranga Reddy,nature,2025,August,Monsoon,"Independence Day, Krishna Janmashtami",5730
Fakhruddin Gutta,Ranga Reddy,nature,2025,September,Monsoon,Vinayaka Chavithi,5358
Fakhruddin Gutta,Ranga Reddy,nature,2025,October,Post-Monsoon,"Bathukamma, Dussehra",11274
Fakhruddin Gutta,Ranga Reddy,nature,2025,November,Winter,Diwali,13497
Fakhruddin Gutta,Ranga Reddy,nature,2025,December,Winter,Christmas,15795
Kanha Shanti Vanam,Ranga Reddy,leisure,2024,January,Winter,"Bhogi, Sankranti",11582
Kanha Shanti Vanam,Ranga Reddy,leisure,2024,February,Winter,Maha Shivaratri,10548
Kanha Shanti Vanam,Ranga Reddy,leisure,2024,March,Summer,Holi,6084
Kanha Shanti Vanam,Ranga Reddy,leisure,2024,April,Summer,"Ugadi, Sri Rama Navami",6972
Kanha Shanti Vanam,Ranga Reddy,leisure,2024,May,Summer,Buddha Purnima,4785
Kanha Shanti Vanam,Ranga Reddy,leisure,2024,June,Monsoon,None,3756
Kanha Shanti Vanam,Ranga Reddy,leisure,2024,July,Monsoon,Bonalu,3542
Kanha Shanti Vanam,Ranga Reddy,leisure,2024,August,Monsoon,"Independence Day, Krishna Janmashtami",3924
Kanha Shanti Vanam,Ranga Reddy,leisure,2024,September,Monsoon,Vinayaka Chavithi,4695
Kanha Shanti Vanam,Ranga Reddy,leisure,2024,October,Post-Monsoon,"Bathukamma, Dussehra",9523
Kanha Shanti Vanam,Ranga Reddy,leisure,2024,November,Winter,Diwali,10539
Kanha Shanti Vanam,Ranga Reddy,leisure,2024,December,Winter,Christmas,11520
Kanha Shanti Vanam,Ranga Reddy,leisure,2025,January,Winter,"Bhogi, Sankranti",14547
Kanha Shanti Vanam,Ranga Reddy,leisure,2025,February,Winter,Maha Shivaratri,10922
Kanha Shanti Vanam,Ranga Reddy,leisure,2025,March,Summer,Holi,6774
Kanha Shanti Vanam,Ranga Reddy,leisure,2025,April,Summer,"Ugadi, Sri Rama Navami",6640
Kanha Shanti Vanam,Ranga Reddy,leisure,2025,May,Summer,Buddha Purnima,5746
Kanha Shanti Vanam,Ranga Reddy,leisure,2025,June,Monsoon,None,3989
Kanha Shanti Vanam,Ranga Reddy,leisure,2025,July,Monsoon,Bonalu,4078
Kanha Shanti Vanam,Ranga Reddy,leisure,2025,August,Monsoon,"Independence Day, Krishna Janmashtami",5285
Kanha Shanti Vanam,Ranga Reddy,leisure,2025,September,Monsoon,Vinayaka Chavithi,5290
Kanha Shanti Vanam,Ranga Reddy,leisure,2025,October,Post-Monsoon,"Bathukamma, Dussehra",10284
Kanha Shanti Vanam,Ranga Reddy,leisure,2025,November,Winter,Diwali,10216
Kanha Shanti Vanam,Ranga Reddy,leisure,2025,December,Winter,Christmas,12283
Kripalu Cave,Ranga Reddy,other,2024,January,Winter,"Bhogi, Sankranti",11348
Kripalu Cave,Ranga Reddy,other,2024,February,Winter,Maha Shivaratri,8681
Kripalu Cave,Ranga Reddy,other,2024,March,Summer,Holi,5532
Kripalu Cave,Ranga Reddy,other,2024,April,Summer,"Ugadi, Sri Rama Navami",5840
Kripalu Cave,Ranga Reddy,other,2024,May,Summer,Buddha Purnima,4543
Kripalu Cave,Ranga Reddy,other,2024,June,Monsoon,None,3069
Kripalu Cave,Ranga Reddy,other,2024,July,Monsoon,Bonalu,2902
Kripalu Cave,Ranga Reddy,other,2024,August,Monsoon,"Independence Day, Krishna Janmashtami",3976
Kripalu Cave,Ranga Reddy,other,2024,September,Monsoon,Vinayaka Chavithi,3804
Kripalu Cave,Ranga Reddy,other,2024,October,Post-Monsoon,"Bathukamma, Dussehra",8178
Kripalu Cave,Ranga Reddy,other,2024,November,Winter,Diwali,8591
Kripalu Cave,Ranga Reddy,other,2024,December,Winter,Christmas,9796
Kripalu Cave,Ranga Reddy,other,2025,January,Winter,"Bhogi, Sankranti",10815
Kripalu Cave,Ranga Reddy,other,2025,February,Winter,Maha Shivaratri,9612
Kripalu Cave,Ranga Reddy,other,2025,March,Summer,Holi,5346
Kripalu Cave,Ranga Reddy,other,2025,April,Summer,"Ugadi, Sri Rama Navami",6235
Kripalu Cave,Ranga Reddy,other,2025,May,Summer,Buddha Purnima,4708
Kripalu Cave,Ranga Reddy,other,2025,June,Monsoon,None,3171
Kripalu Cave,Ranga Reddy,other,2025,July,Monsoon,Bonalu,3549
Kripalu Cave,Ranga Reddy,other,2025,August,Monsoon,"Independence Day, Krishna Janmashtami",4160
Kripalu Cave,Ranga Reddy,other,2025,September,Monsoon,Vinayaka Chavithi,4317
Kripalu Cave,Ranga Reddy,other,2025,October,Post-Monsoon,"Bathukamma, Dussehra",9351
Kripalu Cave,Ranga Reddy,other,2025,November,Winter,Diwali,9780
Kripalu Cave,Ranga Reddy,other,2025,December,Winter,Christmas,10657
Maheshwaram Pyramid Temple,Ranga Reddy,religious,2024,January,Winter,"Bhogi, Sankranti",18891
Maheshwaram Pyramid Temple,Ranga Reddy,religious,2024,February,Winter,Maha Shivaratri,18284
Maheshwaram Pyramid Temple,Ranga Reddy,religious,2024,March,Summer,Holi,10582
Maheshwaram Pyramid Temple,Ranga Reddy,religious,2024,April,Summer,"Ugadi, Sri Rama Navami",10665
Maheshwaram Pyramid Temple,Ranga Reddy,religious,2024,May,Summer,Buddha Purnima,8131
Maheshwaram Pyramid Temple,Ranga Reddy,religious,2024,June,Monsoon,None,6871
Maheshwaram Pyramid Temple,Ranga Reddy,religious,2024,July,Monsoon,Bonalu,6203
Maheshwaram Pyramid Temple,Ranga Reddy,religious,2024,August,Monsoon,"Independence Day, Krishna Janmashtami",7462
Maheshwaram Pyramid Temple,Ranga Reddy,religious,2024,September,Monsoon,Vinayaka Chavithi,8072
Maheshwaram Pyramid Temple,Ranga Reddy,religious,2024,October,Post-Monsoon,"Bathukamma, Dussehra",15243
Maheshwaram Pyramid Temple,Ranga Reddy,religious,2024,November,Winter,Diwali,16959
Maheshwaram Pyramid Temple,Ranga Reddy,religious,2024,December,Winter,Christmas,17746
Maheshwaram Pyramid Temple,Ranga Reddy,religious,2025,January,Winter,"Bhogi, Sankranti",22371
Maheshwaram Pyramid Temple,Ranga Reddy,religious,2025,February,Winter,Maha Shivaratri,18452
Maheshwaram Pyramid Temple,Ranga Reddy,religious,2025,March,Summer,Holi,12982
Maheshwaram Pyramid Temple,Ranga Reddy,religious,2025,April,Summer,"Ugadi, Sri Rama Navami",11180
Maheshwaram Pyramid Temple,Ranga Reddy,religious,2025,May,Summer,Buddha Purnima,9259
Maheshwaram Pyramid Temple,Ranga Reddy,religious,2025,June,Monsoon,None,6725
Maheshwaram Pyramid Temple,Ranga Reddy,religious,2025,July,Monsoon,Bonalu,7224
Maheshwaram Pyramid Temple,Ranga Reddy,religious,2025,August,Monsoon,"Independence Day, Krishna Janmashtami",8110
Maheshwaram Pyramid Temple,Ranga Reddy,religious,2025,September,Monsoon,Vinayaka Chavithi,8827
Maheshwaram Pyramid Temple,Ranga Reddy,religious,2025,October,Post-Monsoon,"Bathukamma, Dussehra",16653
Maheshwaram Pyramid Temple,Ranga Reddy,religious,2025,November,Winter,Diwali,18426
Maheshwaram Pyramid Temple,Ranga Reddy,religious,2025,December,Winter,Christmas,19515
Nizami View Point,Ranga Reddy,nature,2024,January,Winter,"Bhogi, Sankranti",11847
Nizami View Point,Ranga Reddy,nature,2024,February,Winter,Maha Shivaratri,11406
Nizami View Point,Ranga Reddy,nature,2024,March,Summer,Holi,6885
Nizami View Point,Ranga Reddy,nature,2024,April,Summer,"Ugadi, Sri Rama Navami",7033
Nizami View Point,Ranga Reddy,nature,2024,May,Summer,Buddha Purnima,6364
Nizami View Point,Ranga Reddy,nature,2024,June,Monsoon,None,4534
Nizami View Point,Ranga Reddy,nature,2024,July,Monsoon,Bonalu,4332
Nizami View Point,Ranga Reddy,nature,2024,August,Monsoon,"Independence Day, Krishna Janmashtami",4667
Nizami View Point,Ranga Reddy,nature,2024,September,Monsoon,Vinayaka Chavithi,5137
Nizami View Point,Ranga Reddy,nature,2024,October,Post-Monsoon,"Bathukamma, Dussehra",10484
Nizami View Point,Ranga Reddy,nature,2024,November,Winter,Diwali,11817
Nizami View Point,Ranga Reddy,nature,2024,December,Winter,Christmas,12775
Nizami View Point,Ranga Reddy,nature,2025,January,Winter,"Bhogi, Sankranti",13925
Nizami View Point,Ranga Reddy,nature,2025,February,Winter,Maha Shivaratri,12401
Nizami View Point,Ranga Reddy,nature,2025,March,Summer,Holi,7310
Nizami View Point,Ranga Reddy,nature,2025,April,Summer,"Ugadi, Sri Rama Navami",7925
Nizami View Point,Ranga Reddy,nature,2025,May,Summer,Buddha Purnima,6588
Nizami View Point,Ranga Reddy,nature,2025,June,Monsoon,None,4404
Nizami View Point,Ranga Reddy,nature,2025,July,Monsoon,Bonalu,5060
Nizami View Point,Ranga Reddy,nature,2025,August,Monsoon,"Independence Day, Krishna Janmashtami",5265
Nizami View Point,Ranga Reddy,nature,2025,September,Monsoon,Vinayaka Chavithi,5248
Nizami View Point,Ranga Reddy,nature,2025,October,Post-Monsoon,"Bathukamma, Dussehra",11895
Nizami View Point,Ranga Reddy,nature,2025,November,Winter,Diwali,12656
Nizami View Point,Ranga Reddy,nature,2025,December,Winter,Christmas,14525
Pahadi Shareef Dargah,Ranga Reddy,religious,2024,January,Winter,"Bhogi, Sankranti",17590
Pahadi Shareef Dargah,Ranga Reddy,religious,2024,February,Winter,Maha Shivaratri,18786
Pahadi Shareef Dargah,Ranga Reddy,religious,2024,March,Summer,Holi,10838
Pahadi Shareef Dargah,Ranga Reddy,religious,2024,April,Summer,"Ugadi, Sri Rama Navami",10077
Pahadi Shareef Dargah,Ranga Reddy,religious,2024,May,Summer,Buddha Purnima,8323
Pahadi Shareef Dargah,Ranga Reddy,religious,2024,June,Monsoon,None,6944
Pahadi Shareef Dargah,Ranga Reddy,religious,2024,July,Monsoon,Bonalu,6365
Pahadi Shareef Dargah,Ranga Reddy,religious,2024,August,Monsoon,"Independence Day, Krishna Janmashtami",7369
Pahadi Shareef Dargah,Ranga Reddy,religious,2024,September,Monsoon,Vinayaka Chavithi,7032
Pahadi Shareef Dargah,Ranga Reddy,religious,2024,October,Post-Monsoon,"Bathukamma, Dussehra",15928
Pahadi Shareef Dargah,Ranga Reddy,religious,2024,November,Winter,Diwali,18119
Pahadi Shareef Dargah,Ranga Reddy,religious,2024,December,Winter,Christmas,20565
Pahadi Shareef Dargah,Ranga Reddy,religious,2025,January,Winter,"Bhogi, Sankranti",20082
Pahadi Shareef Dargah,Ranga Reddy,religious,2025,February,Winter,Maha Shivaratri,17527
Pahadi Shareef Dargah,Ranga Reddy,religious,2025,March,Summer,Holi,11579
Pahadi Shareef Dargah,Ranga Reddy,religious,2025,April,Summer,"Ugadi, Sri Rama Navami",12358
Pahadi Shareef Dargah,Ranga Reddy,religious,2025,May,Summer,Buddha Purnima,8944
Pahadi Shareef Dargah,Ranga Reddy,religious,2025,June,Monsoon,None,7295
